Gender,Age,Dur,PPV
1,-1.6761913399799075,-0.2089861045833009,15.1984372802076
1,-1.6761913399799075,-0.13648072136052306,15.7410147833971
1,-1.6761913399799075,-0.06397533813774518,16.2671885356649
1,-1.6761913399799075,0.00853004508503268,16.7774482394226
1,-1.6761913399799075,0.08103542830781056,17.2722691688971
1,-1.6761913399799075,0.15354081153058843,17.7521125894493
1,-1.6761913399799075,0.2260461947533663,18.2174261648803
1,-1.6761913399799075,0.2985515779761441,18.6686443530618
1,-1.6761913399799075,0.371056961198922,19.1061887902225
1,-1.6761913399799075,0.4435623444216999,19.5304686642103
1,-1.6761913399799075,0.5160677276444777,19.9418810770411
1,-1.6761913399799075,0.5885731108672556,20.3408113970384
1,-1.6761913399799075,0.6610784940900335,20.7276336008573
1,-1.6761913399799075,0.7335838773128114,21.1027099672351
1,-1.6761913399799075,0.8060892605355893,21.466388636803
1,-1.6761913399799075,0.878594643758367,21.81900172964
1,-1.6761913399799075,0.9511000269811449,22.1608658402704
1,-1.6761913399799075,1.023605410203923,22.4922825504892
1,-1.6761913399799075,1.0961107934267007,22.8135389253114
1,-1.6761913399799075,1.1686161766494785,23.1249080893744
1,-1.6761913399799075,1.2411215598722565,23.4266497793447
1,-1.6761913399799075,1.3136269430950342,23.7190108474894
1,-1.6761913399799075,1.3861323263178122,24.0022258963471
1,-1.6761913399799075,1.45863770954059,24.2765178288932
1,-1.6761913399799075,1.531143092763368,24.5420984360736
1,-1.6761913399799075,1.6036484759861458,24.7991689897106
1,-1.6761913399799075,1.6761538592089236,25.0479208151068
1,-1.6761913399799075,1.7486592424317016,25.2885359441437
1,-1.6761913399799075,1.8211646256544793,25.5211876701978
1,-1.6761913399799075,1.8936700088772573,25.6619321008968
1,-1.6761913399799075,1.9661753921000351,25.6619321008968
1,-1.6226288347549855,-0.2814914878060788,14.6375056036347
1,-1.6226288347549855,-0.2089861045833009,15.1968616149059
1,-1.6226288347549855,-0.13648072136052306,15.7393066104578
1,-1.6226288347549855,-0.06397533813774518,16.2653454361161
1,-1.6226288347549855,0.00853004508503268,16.7754680633488
1,-1.6226288347549855,0.08103542830781056,17.2701500215521
1,-1.6226288347549855,0.15354081153058843,17.7498528179516
1,-1.6226288347549855,0.2260461947533663,18.2150243454672
1,-1.6226288347549855,0.2985515779761441,18.666099278883
1,-1.6226288347549855,0.371056961198922,19.1034994596524
1,-1.6226288347549855,0.4435623444216999,19.5276342696579
1,-1.6226288347549855,0.5160677276444777,19.9389009942404
1,-1.6226288347549855,0.5885731108672556,20.3376851747997
1,-1.6226288347549855,0.6610784940900335,20.7243602930747
1,-1.6226288347549855,0.7335838773128114,21.099285255496
1,-1.6226288347549855,0.8060892605355893,21.4628024525267
1,-1.6226288347549855,0.878594643758367,21.8152382689675
1,-1.6226288347549855,0.9511000269811449,22.1569036126408
1,-1.6226288347549855,1.023605410203923,22.4880944256761
1,-1.6226288347549855,1.0961107934267007,22.8090922787374
1,-1.6226288347549855,1.1686161766494785,23.1201649405117
1,-1.6226288347549855,1.2411215598722565,23.4215668968536
1,-1.6226288347549855,1.3136269430950342,23.7135400050821
1,-1.6226288347549855,1.3861323263178122,23.9963140611588
1,-1.6226288347549855,1.45863770954059,24.270107405391
1,-1.6226288347549855,1.531143092763368,24.535127533672
1,-1.6226288347549855,1.6036484759861458,24.7915716877923
1,-1.6226288347549855,1.6761538592089236,25.0396275287337
1,-1.6226288347549855,1.7486592424317016,25.2794737087467
1,-1.6226288347549855,1.8211646256544793,25.5112805009522
1,-1.6226288347549855,1.8936700088772573,25.6619321008968
1,-1.6226288347549855,1.9661753921000351,25.6619321008968
1,-1.5690663295300638,-0.3539968710288567,14.0593995183863
1,-1.5690663295300638,-0.2814914878060788,14.6360599329843
1,-1.5690663295300638,-0.2089861045833009,15.195286167669
1,-1.5690663295300638,-0.13648072136052306,15.7375986863265
1,-1.5690663295300638,-0.06397533813774518,16.2635026183272
1,-1.5690663295300638,0.00853004508503268,16.7734882041857
1,-1.5690663295300638,0.08103542830781056,17.2680312284518
1,-1.5690663295300638,0.15354081153058843,17.7475934401936
1,-1.5690663295300638,0.2260461947533663,18.2126229614231
1,-1.5690663295300638,0.2985515779761441,18.6635546838058
1,-1.5690663295300638,0.371056961198922,19.1008106539836
1,-1.5690663295300638,0.4435623444216999,19.5248004478343
1,-1.5690663295300638,0.5160677276444777,19.9359215339808
1,-1.5690663295300638,0.5885731108672556,20.3345589483038
1,-1.5690663295300638,0.6610784940900335,20.7210827004694
1,-1.5690663295300638,0.7335838773128114,21.0958457732337
1,-1.5690663295300638,0.8060892605355893,21.4591846485343
1,-1.5690663295300638,0.878594643758367,21.8114198525301
1,-1.5690663295300638,0.9511000269811449,22.152856482704
1,-1.5690663295300638,1.023605410203923,22.4837848204735
1,-1.5690663295300638,1.0961107934267007,22.8044809182971
1,-1.5690663295300638,1.1686161766494785,23.1152071348791
1,-1.5690663295300638,1.2411215598722565,23.4162128097083
1,-1.5690663295300638,1.3136269430950342,23.7077348477823
1,-1.5690663295300638,1.3861323263178122,23.9899983440488
1,-1.5690663295300638,1.45863770954059,24.2632172135556
1,-1.5690663295300638,1.531143092763368,24.5275948000234
1,-1.5690663295300638,1.6036484759861458,24.7833245699702
1,-1.5690663295300638,1.6761538592089236,25.0305907024851
1,-1.5690663295300638,1.7486592424317016,25.2695687383088
1,-1.5690663295300638,1.8211646256544793,25.5004262540718
1,-1.5690663295300638,1.8936700088772573,25.6619321008968
1,-1.5690663295300638,1.9661753921000351,25.6619321008968
1,-1.515503824305142,-0.42650225425163457,13.463573376874
1,-1.515503824305142,-0.3539968710288567,14.0580807885316
1,-1.515503824305142,-0.2814914878060788,14.6346144518406
1,-1.515503824305142,-0.2089861045833009,15.193710938464
1,-1.515503824305142,-0.13648072136052306,15.7358910109635
1,-1.515503824305142,-0.06397533813774518,16.261660082251
1,-1.515503824305142,0.00853004508503268,16.7715086618778
1,-1.515503824305142,0.08103542830781056,17.2659127895308
1,-1.515503824305142,0.15354081153058843,17.7453344560992
1,-1.515503824305142,0.2260461947533663,18.2102220126605
1,-1.515503824305142,0.2985515779761441,18.6610105677297
1,-1.515503824305142,0.371056961198922,19.0981223731016
1,-1.515503824305142,0.4435623444216999,19.5219671986099
1,-1.515503824305142,0.5160677276444777,19.9329419965666
1,-1.515503824305142,0.5885731108672556,20.3314282280246
1,-1.515503824305142,0.6610784940900335,20.7177898001628
1,-1.515503824305142,0.7335838773128114,21.0923736086598
1,-1.515503824305142,0.8060892605355893,21.4555100996017
1,-1.515503824305142,0.878594643758367,21.8075138128985
1,-1.515503824305142,0.9511000269811449,22.148684013854
1,-1.515503824305142,1.023605410203923,22.4793052984427
1,-1.515503824305142,1.0961107934267007,22.7996481450782
1,-1.515503824305142,1.1686161766494785,23.1099696100286
1,-1.515503824305142,1.2411215598722565,23.4105139302371
1,-1.515503824305142,1.3136269430950342,23.7015131670892
1,-1.515503824305142,1.3861323263178122,23.9831878560649
1,-1.515503824305142,1.45863770954059,24.2557476341466
1,-1.515503824305142,1.531143092763368,24.519391955425
1,-1.515503824305142,1.6036484759861458,24.7743106991272
1,-1.515503824305142,1.6761538592089236,25.0206848387837
1,-1.515503824305142,1.7486592424317016,25.2586871373351
1,-1.515503824305142,1.8211646256544793,25.4884828162412
1,-1.515503824305142,1.8936700088772573,25.6619321008968
1,-1.515503824305142,1.9661753921000351,25.6619321008968
1,-1.4619413190802202,-0.4990076374744124,12.8494639882957
1,-1.4619413190802202,-0.42650225425163457,13.4623782261212
1,-1.4619413190802202,-0.3539968710288567,14.0567622218439
1,-1.4619413190802202,-0.2814914878060788,14.6331691601767
1,-1.4619413190802202,-0.2089861045833009,15.1921359272582
1,-1.4619413190802202,-0.13648072136052306,15.7341835843293
1,-1.4619413190802202,-0.06397533813774518,16.2598178278404
1,-1.4619413190802202,0.00853004508503268,16.7695294363691
1,-1.4619413190802202,0.08103542830781056,17.2637947047238
1,-1.4619413190802202,0.15354081153058843,17.7430758655925
1,-1.4619413190802202,0.2260461947533663,18.2078214990916
1,-1.4619413190802202,0.2985515779761441,18.6584669305541
1,-1.4619413190802202,0.371056961198922,19.0954346168919
1,-1.4619413190802202,0.4435623444216999,19.5191338006461
1,-1.4619413190802202,0.5160677276444777,19.9299577534662
1,-1.4619413190802202,0.5885731108672556,20.3282816496341
1,-1.4619413190802202,0.6610784940900335,20.7144631252301
1,-1.4619413190802202,0.7335838773128114,21.0888428574386
1,-1.4619413190802202,0.8060892605355893,21.4517451247888
1,-1.4619413190802202,0.878594643758367,21.8034784582799
1,-1.4619413190802202,0.9511000269811449,22.1443362653971
1,-1.4619413190802202,1.023605410203923,22.4745973989649
1,-1.4619413190802202,1.0961107934267007,22.7945268740923
