Gender,Age,Dur
1,-1.6761913399799075,-0.2089861045833009
1,-1.6761913399799075,-0.13648072136052306
1,-1.6761913399799075,-0.06397533813774518
1,-1.6761913399799075,0.00853004508503268
1,-1.6761913399799075,0.08103542830781056
1,-1.6761913399799075,0.15354081153058843
1,-1.6761913399799075,0.2260461947533663
1,-1.6761913399799075,0.2985515779761441
1,-1.6761913399799075,0.371056961198922
1,-1.6761913399799075,0.4435623444216999
1,-1.6761913399799075,0.5160677276444777
1,-1.6761913399799075,0.5885731108672556
1,-1.6761913399799075,0.6610784940900335
1,-1.6761913399799075,0.7335838773128114
1,-1.6761913399799075,0.8060892605355893
1,-1.6761913399799075,0.878594643758367
1,-1.6761913399799075,0.9511000269811449
1,-1.6761913399799075,1.023605410203923
1,-1.6761913399799075,1.0961107934267007
1,-1.6761913399799075,1.1686161766494785
1,-1.6761913399799075,1.2411215598722565
1,-1.6761913399799075,1.3136269430950342
1,-1.6761913399799075,1.3861323263178122
1,-1.6761913399799075,1.45863770954059
1,-1.6761913399799075,1.531143092763368
1,-1.6761913399799075,1.6036484759861458
1,-1.6761913399799075,1.6761538592089236
1,-1.6761913399799075,1.7486592424317016
1,-1.6761913399799075,1.8211646256544793
1,-1.6761913399799075,1.8936700088772573
1,-1.6761913399799075,1.9661753921000351
1,-1.6226288347549855,-0.2814914878060788
1,-1.6226288347549855,-0.2089861045833009
1,-1.6226288347549855,-0.13648072136052306
1,-1.6226288347549855,-0.06397533813774518
1,-1.6226288347549855,0.00853004508503268
1,-1.6226288347549855,0.08103542830781056
1,-1.6226288347549855,0.15354081153058843
1,-1.6226288347549855,0.2260461947533663
1,-1.6226288347549855,0.2985515779761441
1,-1.6226288347549855,0.371056961198922
1,-1.6226288347549855,0.4435623444216999
1,-1.6226288347549855,0.5160677276444777
1,-1.6226288347549855,0.5885731108672556
1,-1.6226288347549855,0.6610784940900335
1,-1.6226288347549855,0.7335838773128114
1,-1.6226288347549855,0.8060892605355893
1,-1.6226288347549855,0.878594643758367
1,-1.6226288347549855,0.9511000269811449
1,-1.6226288347549855,1.023605410203923
1,-1.6226288347549855,1.0961107934267007
1,-1.6226288347549855,1.1686161766494785
1,-1.6226288347549855,1.2411215598722565
1,-1.6226288347549855,1.3136269430950342
1,-1.6226288347549855,1.3861323263178122
1,-1.6226288347549855,1.45863770954059
1,-1.6226288347549855,1.531143092763368
1,-1.6226288347549855,1.6036484759861458
1,-1.6226288347549855,1.6761538592089236
1,-1.6226288347549855,1.7486592424317016
1,-1.6226288347549855,1.8211646256544793
1,-1.6226288347549855,1.8936700088772573
1,-1.6226288347549855,1.9661753921000351
1,-1.5690663295300638,-0.3539968710288567
1,-1.5690663295300638,-0.2814914878060788
1,-1.5690663295300638,-0.2089861045833009
1,-1.5690663295300638,-0.13648072136052306
1,-1.5690663295300638,-0.06397533813774518
1,-1.5690663295300638,0.00853004508503268
1,-1.5690663295300638,0.08103542830781056
1,-1.5690663295300638,0.15354081153058843
1,-1.5690663295300638,0.2260461947533663
1,-1.5690663295300638,0.2985515779761441
1,-1.5690663295300638,0.371056961198922
1,-1.5690663295300638,0.4435623444216999
1,-1.5690663295300638,0.5160677276444777
1,-1.5690663295300638,0.5885731108672556
1,-1.5690663295300638,0.6610784940900335
1,-1.5690663295300638,0.7335838773128114
1,-1.5690663295300638,0.8060892605355893
1,-1.5690663295300638,0.878594643758367
1,-1.5690663295300638,0.9511000269811449
1,-1.5690663295300638,1.023605410203923
1,-1.5690663295300638,1.0961107934267007
1,-1.5690663295300638,1.1686161766494785
1,-1.5690663295300638,1.2411215598722565
1,-1.5690663295300638,1.3136269430950342
1,-1.5690663295300638,1.3861323263178122
1,-1.5690663295300638,1.45863770954059
1,-1.5690663295300638,1.531143092763368
1,-1.5690663295300638,1.6036484759861458
1,-1.5690663295300638,1.6761538592089236
1,-1.5690663295300638,1.7486592424317016
1,-1.5690663295300638,1.8211646256544793
1,-1.5690663295300638,1.8936700088772573
1,-1.5690663295300638,1.9661753921000351
1,-1.515503824305142,-0.42650225425163457
1,-1.515503824305142,-0.3539968710288567
1,-1.515503824305142,-0.2814914878060788
1,-1.515503824305142,-0.2089861045833009
1,-1.515503824305142,-0.13648072136052306
1,-1.515503824305142,-0.06397533813774518
1,-1.515503824305142,0.00853004508503268
1,-1.515503824305142,0.08103542830781056
1,-1.515503824305142,0.15354081153058843
1,-1.515503824305142,0.2260461947533663
1,-1.515503824305142,0.2985515779761441
1,-1.515503824305142,0.371056961198922
1,-1.515503824305142,0.4435623444216999
1,-1.515503824305142,0.5160677276444777
1,-1.515503824305142,0.5885731108672556
1,-1.515503824305142,0.6610784940900335
1,-1.515503824305142,0.7335838773128114
1,-1.515503824305142,0.8060892605355893
1,-1.515503824305142,0.878594643758367
1,-1.515503824305142,0.9511000269811449
1,-1.515503824305142,1.023605410203923
1,-1.515503824305142,1.0961107934267007
1,-1.515503824305142,1.1686161766494785
1,-1.515503824305142,1.2411215598722565
